timestamp,node_ip,container_id,container_name,service_name,cpu_cores,memory_usage_mb,memory_working_set_mb,memory_limit_mb,memory_percent,network_rx_bytes_per_sec,network_tx_bytes_per_sec,filesystem_usage_mb,raw_memory_bytes,raw_network_rx_bytes,raw_network_tx_bytes
2025-06-11T17:22:29.284866,10.160.0.22,/system.slic,my-app_authentication.8.4paohu71ydp3tyj4zydu70xp2,authentication,0.008687,84.129,83.637,0,0,126.0,0.0,0.957,88215552,3590207,1410945
2025-06-11T17:22:29.284866,10.160.0.22,/system.slic,my-app_authentication.3.jyv3hw4x5prw88r7v7wv5cfnv,authentication,0.009809,289.156,288.539,0,0,242.0,0.0,12.461,303202304,3688500,22385236
2025-06-11T17:22:39.314226,10.160.0.22,/system.slic,my-app_authentication.1.0s6tss6vhukg3ynb9zd03t002,authentication,0.007094,228.672,227.801,0,0,0.0,0.0,9.195,239779840,6337455,28996799
2025-06-11T17:22:49.347535,10.160.0.22,/system.slic,my-app_authentication.4.u40zk557d19cghmq4pothvthi,authentication,0.004562,143.594,143.254,0,0,108.0,66.0,4.535,150568960,12118134,10174206
2025-06-11T17:22:49.347535,10.160.0.22,/system.slic,my-app_authentication.7.en51jsn7h57nuwkxbzc4z5isb,authentication,0.006846,128.254,127.773,0,0,42.0,0.0,3.469,134483968,5512116,11600751
2025-06-11T17:22:59.369555,10.160.0.22,/system.slic,my-app_authentication.5.zx8tqpir60xozsgfuq6wrv2qj,authentication,0.00529,101.582,100.902,0,0,0.0,0.0,1.914,106516480,1572174,5169858
2025-06-11T17:22:59.369555,10.160.0.22,/system.slic,my-app_authentication.6.airz0zc6ks9u0xb2xd5d59t8h,authentication,0.006678,270.496,269.953,0,0,379.0,184.0,11.508,283635712,6336832,33560577
2025-06-11T17:23:09.457640,10.160.0.22,/system.slic,my-app_authentication.9.z8lzgogunavzgjw9seaz63kiy,authentication,0.003259,214.621,214.039,0,0,379.0,66.0,8.301,225046528,5935000,22137330
2025-06-11T17:23:19.477567,10.160.0.22,/system.slic,my-app_authentication.2.wb9kwvpsesk4z2uzydg5rs2ql,authentication,0.007324,143.84,143.168,0,0,0.0,0.0,4.051,150827008,1586247,7238696
2025-06-11T17:23:19.477567,10.160.0.22,/system.slic,my-app_authentication.10.mdj0vvly11q2wiw11ugfge3oh,authentication,0.006165,145.215,144.684,0,0,0.0,0.0,4.488,152268800,1581090,6024207
2025-06-11T17:23:49.627344,10.160.0.22,/system.slic,my-app_authentication.8.4paohu71ydp3tyj4zydu70xp2,authentication,0.005173,84.121,83.629,0,0,420.0,0.0,0.957,88207360,3607203,1419158
2025-06-11T17:23:49.627344,10.160.0.22,/system.slic,my-app_authentication.3.jyv3hw4x5prw88r7v7wv5cfnv,authentication,0.009178,289.672,289.055,0,0,210.0,0.0,12.461,303742976,3703141,22386720
2025-06-11T17:23:59.670121,10.160.0.22,/system.slic,my-app_authentication.1.0s6tss6vhukg3ynb9zd03t002,authentication,0.007099,229.098,228.227,0,0,0.0,74.0,9.195,240226304,6350637,29002821
2025-06-11T17:24:09.707024,10.160.0.22,/system.slic,my-app_authentication.4.u40zk557d19cghmq4pothvthi,authentication,0.009691,143.559,143.219,0,0,379.0,66.0,4.539,150532096,12162222,10186462
2025-06-11T17:24:09.707024,10.160.0.22,/system.slic,my-app_authentication.7.en51jsn7h57nuwkxbzc4z5isb,authentication,0.003673,128.227,127.746,0,0,0.0,0.0,3.469,134455296,5533181,11606169
